smiles,logP,RDKit logP
"CC[C@H](C)C(=O)Nc1ccccn1
",2.0662,2.0662
"O=C([O-])CC1=C(C(=O)[O-])CCCC1
",-1.2531,-1.2530999999999997
"Fc1ccc(C[NH2+]C[C@@H]([C@H]2CCOC2)N2CCOCC2)c(F)c1
",0.7655,0.7655000000000003
"CCc1cc(Cn2cc(N)nn2)n(C)n1
",0.2045,0.20449999999999957
"N#Cc1cccnc1Oc1ccccc1NCc1cccc2ccccc12
",5.51088,5.510880000000003
"O=C(NCc1ccc([N+](=O)[O-])cc1)N[C@@H]1CCCC[C@H]1CO
",1.9451,1.9451000000000005
"C[C@H](NC(=O)NC[C@H](C)C[C@@H](C)O)c1ccc(S(C)(=O)=O)cc1
",1.8573,1.8573000000000002
"CC(C)Oc1ccc(NC(=O)NC[C@H](C)N2CCOCC2)c(F)c1
",2.4551,2.4551000000000007
"COc1ccccc1COC1CCN(C(=O)[C@H]2CCC[C@@H](C)C2)CC1
",4.0291,4.029100000000003
"CC(=O)O[C@H]1CC[C@H]2[C@H]3C[C@H](OC(C)=O)[C@]45C[C@H]4CC[C@]5(C)[C@@H]3CC[C@]12C
",4.5024,4.502400000000004
"CCCn1nnnc1CN1CC[C@]2(C1)NC(=O)N(C(C)C)C2=O
",-0.0122,-0.012199999999998878
"CC1=C(C(=O)OCC(C)C)[C@H](c2cccc(F)c2)c2c(n(C)c(=O)n(C)c2=O)N1
",2.2537,2.2537
"Cc1cc(C)c2c(-c3ccccc3)nc(SCC(=O)NC3CC3)n2n1
",3.38384,3.383840000000001
"COc1cc2c(cc1OC)[C@H](C(=O)[O-])[C@H](c1cccc(Cl)c1)N(C)C2=O
",2.0176,2.0176
"COCCN1C(=O)CC[C@@H]2C[NH+](Cc3cc(C)ccc3C)CC[C@@H]21
",1.34564,1.3456400000000008
"Cc1cnc([C@H](C)NC(=O)NNC(=O)Nc2ccccc2)s1
",2.54842,2.54842
"CNC(=O)c1ccc(NC(=O)c2csc(-c3ccccc3)n2)cc1
",3.422,3.4220000000000015
"CNc1nc(C2CCN(C(=O)Cc3ccccn3)CC2)[nH+]c2c1CN(C(C)=O)CC2
",1.1857,1.1857000000000006
"Cc1cc(C)n(C[C@@H](C)CNC(=O)NCc2cc3ccccc3o2)n1
",3.38164,3.381640000000001
"Cc1nc2n(n1)C[C@H]([NH2+]C[C@@H](O)CN(C)Cc1ccccc1)CC2
",-0.04238,-0.042379999999997864
"c1ccc(Cn2c(SCc3ncon3)nnc2-c2cccs2)cc1
",3.7302,3.7302000000000017
"COc1ccc(-n2nc(C)c3c2C[C@H](c2cc(OC)c(OC)c(OC)c2)CC3=O)cc1
",4.12782,4.127820000000004
"COc1ccc(OC)c(/C=C/C(=O)OCC(C)C)c1
",2.9162,2.9162000000000017
"C[C@H](NC(=O)[C@H]1CC[C@H](C[NH3+])O1)C(=O)N(C)C
",-1.6312,-1.6311999999999978
"Cc1cccc(C(C)C)c1NC(=O)[C@@H](C)Sc1nnc(-c2cccs2)n1N
",4.27152,4.2715200000000015
"Cn1cc(C(=O)Nc2ccccc2C(=O)NCCc2ccccc2)c(=O)c2cccn21
",2.8628,2.862800000000001
"Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)[C@@H](C)Sc2ccccn2)C1
",4.27522,4.275220000000004
"Cc1occc1C(=O)/C(C#N)=C/c1ccc([C@@H]2C[C@H]2C)o1
",4.0943,4.094300000000003
"CC[C@](C)(C[NH3+])[C@H](O)c1ccc2c(c1)OCO2
",1.1069,1.1068999999999998
"CCc1nn(CC)c(C[C@@]2(C3CC3)CCC[NH2+]2)c1Br
",2.2764,2.2763999999999998
"CC(=O)Nc1ccc(CN2CC[NH+](C3CCCC3)[C@H](CCO)C2)cc1
",1.0391,1.0391000000000004
"COc1ccc([C@H](O)[C@@H](C)NC(=O)[C@@H](C)SC)cc1
",1.9848,1.9848
"CCC(=O)N1CCC[C@@H]1c1cc(C(F)(F)F)c2c(=O)n(C)c(=O)n(C)c2n1
",1.7245,1.7245000000000004
"C[C@H]([NH3+])[C@@H](CC(=O)[O-])c1ccccc1
",-0.4594,-0.4593999999999987
"Cc1ccc([C@H]2C3=C(NC(=O)N2C)c2ccccc2C3=O)cc1
",3.29872,3.298720000000002
"C[C@@]1(Cc2ccc3c(c2)OCO3)CCC(=O)N(CCc2ccc(O)cc2)C1
",3.5348,3.5348000000000024
"Cc1cc(C)cc(O[C@H]2CCCC(C)(C)[C@@H]2O)c1
",3.62184,3.6218400000000024
"Cc1c(-c2nc(-c3cccs3)no2)sc2nc[nH]c(=O)c12
",3.07152,3.0715200000000014
"COc1cc([C@H]2C(C(=O)Nc3ccccn3)=C(C)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1
",5.2758,5.275800000000005
"COc1cc(C)c([C@@H](C)NC2CC[NH+]([C@H]3CCCC[C@@H]3O)CC2)cc1OC
",2.01362,2.01362
"C[C@@H]1CCC[C@@H](NS(=O)(=O)Cc2cccc(N)c2)C1
",2.2669,2.2669000000000006
"CCCN1C(N)=[NH+]C[C@@H]1c1cc(Cl)c2c(c1)OCO2
",0.2307,0.23069999999999946
"CC(C)C[C@@H](NC(=O)[C@@H]1C[C@@H]1c1cccc(Cl)c1Cl)C(=O)Nc1cc[nH]n1
",3.9896,3.989600000000001
"Cc1nc(CCC[NH+]2CCC[C@H]2C(N)=O)cs1
",-0.0832799999999999,-0.08327999999999902
"NC(=O)COc1cccc(CNC(=O)c2cc3cc(Cl)ccc3[nH]2)c1
",2.6154,2.6154
"COc1ccc(CNC(=O)c2cc(=O)c3ccc(Br)cc3o2)cc1
",3.4941,3.494100000000002
"CC[C@@H](C)c1ccccc1N1C[C@H](C(=O)N2CCN(C)CC2)CC1=O
",2.327,2.327
"CC[NH2+][C@H](Cc1ccccc1Cl)[C@H]1C[NH+](C)CCN1C
",-0.3369,-0.3368999999999973
"C[NH+]1CCC(N[C@@H]2CC(=O)N(CCc3cccc(Cl)c3)C2)CC1
",0.7501,0.7501000000000013
"CCN1CC(=O)Nc2cc(C(=O)NC3CC[NH+](C4CCCC4)CC3)ccc21
",1.1847,1.184700000000001
"COc1ccc(Br)cc1/C=C/C(=O)N1CCN(C(=O)c2ccccc2)CC1
",3.4555,3.4555000000000016
"NC(=O)COc1ccc(C(=O)N[C@H]2CCCc3ccccc32)cc1
",2.3581,2.3581000000000003
"O=C(COc1ncnc2ccc(Br)cc12)Nc1ccccc1Cl
",4.0632,4.063200000000002
"C[C@@H](c1ccc(Cl)cc1Cl)N(C)C(=O)c1ccc(NC(N)=O)cc1
",4.3172,4.317200000000003
"Cc1ccc(N2C(=O)[C@@H](Cc3cccc(C)c3)S/C2=C(/C#N)C(N)=O)cc1
",3.21502,3.215020000000001
"CC(C)CN(C(=O)NCc1ccc(C(F)(F)F)cc1)C1CC1
",4.0354,4.035400000000003
"ClCCc1nc2cccnc2n1CCn1cccn1
",2.1093,2.1093
"CC[C@@](C)([C@@H]([NH3+])c1cc(Br)ccc1F)N1CCOCC1
",2.3721,2.3721000000000005
"Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)c([N+](=O)[O-])c1
",3.26192,3.2619200000000017
"CC1(C)OC[C@H]([C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2OS(C)(=O)=O)O1
",0.3591,0.35910000000000064
"Cc1cccc([C@H](CCl)CCC[C@@H]2CCCO2)c1
",4.66672,4.666720000000004
