smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"CC(=O)Nc1c2n(c3ccccc13)C[C@](C)(C(=O)NC1CCCCC1)N(C1CCCCC1)C2=O
",4.5958,0.663239457023,3.1983612450235803,CC(=O)Nc1c2n(c3ccccc13)C[C@](C)(C(=O)NC1CCCCC1)N(C1CCCCC1)C2=O,C1(CCCCC1)NC([C@@]1(N(C2CCCCC2)C(=O)c2c(c3c(n2C1)cccc3)NC(C)=O)C)=O,c1(NC(C)=O)c2C(=O)N([C@](C(NC3CCCCC3)=O)(C)Cn2c2ccccc12)C1CCCCC1,CC(=O)Nc1c2n(c3ccccc13)CC(C)(C(=O)NC1CCCCC1)N(C1CCCCC1)C2=O,CC(=O)NC1=C2C(=O)N(C3CCCCC3)[C@@](C)(C(=O)NC3CCCCC3)CN2C2=CC=CC=C12,[CH3][C](=[O])[NH][c]1[c]2[n]([c]3[cH][cH][cH][cH][c]13)[CH2][C@]([CH3])([C](=[O])[NH][CH]1[CH2][CH2][CH2][CH2][CH2]1)[N]([CH]1[CH2][CH2][CH2][CH2][CH2]1)[C]2=[O],CC=ONc1c2nc3ccccc13C[C@]CC=ONC1CCCCC1NC1CCCCC1C2=O,CC(=O)Nc1c2n(c3ccccc13)C[C@](C)(C(=O)NC1CCCCC1)N(C1CCCCC1)C2=O
"N#Cc1ccncc1NC[C@@H]1C[C@@]12CCc1ccccc12
",3.26928,0.919377068947,3.9186021755539393,N#Cc1ccncc1NC[C@@H]1C[C@@]12CCc1ccccc12,n1ccc(C#N)c(c1)NC[C@@H]1C[C@]21CCc1ccccc21,c12c(cccc1)CC[C@@]12[C@H](CNc2c(ccnc2)C#N)C1,N#Cc1ccncc1NCC1CC12CCc1ccccc12,N#CC1=CC=NC=C1NC[C@@H]1C[C@@]12CCC1=CC=CC=C12,[N]#[C][c]1[cH][cH][n][cH][c]1[NH][CH2][C@@H]1[CH2][C@@]12[CH2][CH2][c]1[cH][cH][cH][cH][c]12,N#Cc1ccncc1NC[C@@H]1C[C@@]12CCc1ccccc12,N#Cc1ccncc1NC[C@@H]1C[C@@]12CCc1ccccc12
"Cc1cccn2c(=O)c(C(=O)NC[C@H]3CCO[C@@H]3C(C)C)cnc12
",1.79382,0.934718058892,3.449086114198873,Cc1cccn2c(=O)c(C(=O)NC[C@H]3CCO[C@@H]3C(C)C)cnc12,C(NC[C@@H]1[C@H](OCC1)C(C)C)(=O)c1cnc2n(c1=O)cccc2C,c1nc2c(cccn2c(c1C(=O)NC[C@@H]1[C@H](OCC1)C(C)C)=O)C,Cc1cccn2c(=O)c(C(=O)NCC3CCOC3C(C)C)cnc12,CC1=CC=CN2C(=O)C(C(=O)NC[C@H]3CCO[C@@H]3C(C)C)=CN=C12,[CH3][c]1[cH][cH][cH][n]2[c](=[O])[c]([C](=[O])[NH][CH2][C@H]3[CH2][CH2][O][C@@H]3[CH]([CH3])[CH3])[cH][n][c]12,Cc1cccn2c=OcC=ONC[C@H]3CCO[C@@H]3CCCcnc12,Cc1cccn2c(=O)c(C(=O)NC[C@H]3CCO[C@@H]3C(C)C)cnc12
"CNC(=O)c1ccc(/C=C/C(=O)Nc2c(C)cc(C)nc2Cl)cc1
",3.36334,0.64765252107,2.23947196482918,CNC(=O)c1ccc(/C=C/C(=O)Nc2c(C)cc(C)nc2Cl)cc1,c1c(/C=C/C(Nc2c(nc(cc2C)C)Cl)=O)ccc(C(NC)=O)c1,N(C)C(=O)c1ccc(cc1)/C=C/C(=O)Nc1c(Cl)nc(cc1C)C,CNC(=O)c1ccc(C=CC(=O)Nc2c(C)cc(C)nc2Cl)cc1,CNC(=O)C1=CC=C(/C=C/C(=O)NC2=C(C)C=C(C)N=C2Cl)C=C1,[CH3][NH][C](=[O])[c]1[cH][cH][c](/[CH]=[CH]/[C](=[O])[NH][c]2[c]([CH3])[cH][c]([CH3])[n][c]2[Cl])[cH][cH]1,CNC=Oc1ccc/C=C/C=ONc2cCccCnc2Clcc1,CNC(=O)c1ccc(/C=C/C(=O)Nc2c(C)cc(C)nc2Cl)cc1
"CC1=C(CNC(=O)c2cc(-c3ccccc3)nc3c2CNN3C(C)C)CN=N1
",3.4512,0.819556620415,3.350933313893432,CC1=C(CNC(=O)c2cc(-c3ccccc3)nc3c2CNN3C(C)C)CN=N1,C(C)(N1c2nc(-c3ccccc3)cc(C(NCC3CN=NC=3C)=O)c2CN1)C,CC(C)N1NCc2c(C(NCC3=C(C)N=NC3)=O)cc(nc12)-c1ccccc1,CC1=C(CNC(=O)c2cc(-c3ccccc3)nc3c2CNN3C(C)C)CN=N1,CC1=C(CNC(=O)C2=CC(C3=CC=CC=C3)=NC3=C2CNN3C(C)C)CN=N1,[CH3][C]1=[C]([CH2][NH][C](=[O])[c]2[cH][c](-[c]3[cH][cH][cH][cH][cH]3)[n][c]3[c]2[CH2][NH][N]3[CH]([CH3])[CH3])[CH2][N]=[N]1,CC1=CCNC=Oc2cc-c3ccccc3nc3c2CNN3CCCCN=N1,CC1=C(CNC(=O)c2cc(-c3ccccc3)nc3c2CNN3C(C)C)CN=N1
"C[C@@H](NC(=O)COC(=O)/C=C/c1ccc(Cl)cc1)c1ccccc1
",3.7738,0.62222414602,2.2578478658596044,C[C@@H](NC(=O)COC(=O)/C=C/c1ccc(Cl)cc1)c1ccccc1,c1(Cl)ccc(cc1)/C=C/C(=O)OCC(N[C@@H](c1ccccc1)C)=O,C(=C/C(=O)OCC(=O)N[C@@H](c1ccccc1)C)\c1ccc(cc1)Cl,CC(NC(=O)COC(=O)C=Cc1ccc(Cl)cc1)c1ccccc1,C[C@@H](NC(=O)COC(=O)/C=C/C1=CC=C(Cl)C=C1)C1=CC=CC=C1,[CH3][C@@H]([NH][C](=[O])[CH2][O][C](=[O])/[CH]=[CH]/[c]1[cH][cH][c]([Cl])[cH][cH]1)[c]1[cH][cH][cH][cH][cH]1,C[C@@H]NC=OCOC=O/C=C/c1cccClcc1c1ccccc1,C[C@@H](NC(=O)COC(=O)/C=C/c1ccc(Cl)cc1)c1ccccc1
"CCc1ccc(N(Cc2ccc(C)s2)C(=O)c2ccc(=O)n(C)n2)cc1
",3.55962,0.676122711054,2.398371955217087,CCc1ccc(N(Cc2ccc(C)s2)C(=O)c2ccc(=O)n(C)n2)cc1,O=C(N(Cc1ccc(C)s1)c1ccc(cc1)CC)c1nn(c(=O)cc1)C,Cn1c(ccc(C(N(Cc2ccc(C)s2)c2ccc(cc2)CC)=O)n1)=O,CCc1ccc(N(Cc2ccc(C)s2)C(=O)c2ccc(=O)n(C)n2)cc1,CCC1=CC=C(N(CC2=CC=C(C)S2)C(=O)C2=NN(C)C(=O)C=C2)C=C1,[CH3][CH2][c]1[cH][cH][c]([N]([CH2][c]2[cH][cH][c]([CH3])[s]2)[C](=[O])[c]2[cH][cH][c](=[O])[n]([CH3])[n]2)[cH][cH]1,CCc1cccNCc2cccCs2C=Oc2ccc=OnCn2cc1,CCc1ccc(N(Cc2ccc(C)s2)C(=O)c2ccc(=O)n(C)n2)cc1
"CCOC(=O)c1nnc2ccccc2c1N1CC[C@@H]([NH+](CC)CC)C1
",1.3099,0.810674072532,3.8898396808771496,CCOC(=O)c1nnc2ccccc2c1N1CC[C@@H]([NH+](CC)CC)C1,C([NH+]([C@@H]1CCN(c2c3ccccc3nnc2C(OCC)=O)C1)CC)C,C1N(c2c(C(=O)OCC)nnc3c2cccc3)C[C@H]([NH+](CC)CC)C1,CCOC(=O)c1nnc2ccccc2c1N1CCC([NH+](CC)CC)C1,CCOC(=O)C1=NN=C2C=CC=CC2=C1N1CC[C@@H]([NH+](CC)CC)C1,[CH3][CH2][O][C](=[O])[c]1[n][n][c]2[cH][cH][cH][cH][c]2[c]1[N]1[CH2][CH2][C@@H]([NH+]([CH2][CH3])[CH2][CH3])[CH2]1,CCOC=Oc1nnc2ccccc2c1N1CC[C@@H][NH+]CCCCC1,CCOC(=O)c1nnc2ccccc2c1N1CC[C@@H]([NH+](CC)CC)C1
"Cc1ccc(C#N)cc1S(=O)(=O)NCc1ccnc(OC(C)(C)C)c1
",2.9175,0.878348029523,2.458668204502434,Cc1ccc(C#N)cc1S(=O)(=O)NCc1ccnc(OC(C)(C)C)c1,c1(cc(S(=O)(NCc2ccnc(c2)OC(C)(C)C)=O)c(C)cc1)C#N,c1c(CNS(c2c(C)ccc(c2)C#N)(=O)=O)ccnc1OC(C)(C)C,Cc1ccc(C#N)cc1S(=O)(=O)NCc1ccnc(OC(C)(C)C)c1,CC1=CC=C(C#N)C=C1S(=O)(=O)NCC1=CC=NC(OC(C)(C)C)=C1,[CH3][c]1[cH][cH][c]([C]#[N])[cH][c]1[S](=[O])(=[O])[NH][CH2][c]1[cH][cH][n][c]([O][C]([CH3])([CH3])[CH3])[cH]1,Cc1cccC#Ncc1S=O=ONCc1ccncOCCCCc1,Cc1ccc(C#N)cc1S(=O)(=O)NCc1ccnc(OC(C)(C)C)c1
"O=C(O[C@H]1CCOC1)C1(c2ccc(Cl)c(Cl)c2)CCC1
",3.7472,0.773968195441,2.9338674926844224,O=C(O[C@H]1CCOC1)C1(c2ccc(Cl)c(Cl)c2)CCC1,C1(C(O[C@H]2CCOC2)=O)(c2ccc(c(Cl)c2)Cl)CCC1,C1[C@H](OC(C2(CCC2)c2cc(c(cc2)Cl)Cl)=O)COC1,O=C(OC1CCOC1)C1(c2ccc(Cl)c(Cl)c2)CCC1,O=C(O[C@H]1CCOC1)C1(C2=CC=C(Cl)C(Cl)=C2)CCC1,[O]=[C]([O][C@H]1[CH2][CH2][O][CH2]1)[C]1([c]2[cH][cH][c]([Cl])[c]([Cl])[cH]2)[CH2][CH2][CH2]1,O=CO[C@H]1CCOC1C1c2cccClcClc2CCC1,O=C(O[C@H]1CCOC1)C1(c2ccc(Cl)c(Cl)c2)CCC1
"CCC[NH2+][C@@H]1COC[C@H]1C(=O)NCc1cscc1C
",0.6611199999999999,0.820213964575,4.5919783731363575,CCC[NH2+][C@@H]1COC[C@H]1C(=O)NCc1cscc1C,[C@@H]1([C@@H](COC1)[NH2+]CCC)C(NCc1cscc1C)=O,CCC[NH2+][C@@H]1COC[C@H]1C(NCc1cscc1C)=O,CCC[NH2+]C1COCC1C(=O)NCc1cscc1C,CCC[NH2+][C@@H]1COC[C@H]1C(=O)NCC1=CSC=C1C,[CH3][CH2][CH2][NH2+][C@@H]1[CH2][O][CH2][C@H]1[C](=[O])[NH][CH2][c]1[cH][s][cH][c]1[CH3],CCC[NH2+][C@@H]1COC[C@H]1C=ONCc1cscc1C,CCC[NH2+][C@@H]1COC[C@H]1C(=O)NCc1cscc1C
"O=C(NCc1nccc2ccccc12)c1ccc[nH]c1=O
",1.8531,0.773066837821,2.1587800643161543,O=C(NCc1nccc2ccccc12)c1ccc[nH]c1=O,c1cccc2c(CNC(=O)c3c(=O)[nH]ccc3)nccc21,c1cc(c(=O)[nH]c1)C(NCc1nccc2ccccc21)=O,O=C(NCc1nccc2ccccc12)c1ccc[nH]c1=O,O=C(NCC1=NC=CC2=CC=CC=C12)C1=CC=CNC1=O,[O]=[C]([NH][CH2][c]1[n][cH][cH][c]2[cH][cH][cH][cH][c]12)[c]1[cH][cH][cH][nH][c]1=[O],O=CNCc1nccc2ccccc12c1ccc[nH]c1=O,O=C(NCc1nccc2ccccc12)c1ccc[nH]c1=O
"CC(=O)c1ccc(S(=O)(=O)N2CCCC[C@H]2C)cc1
",2.4523,0.7993128200730001,2.276808227461629,CC(=O)c1ccc(S(=O)(=O)N2CCCC[C@H]2C)cc1,C1[C@H](N(S(=O)(=O)c2ccc(cc2)C(=O)C)CCC1)C,O=S(c1ccc(C(=O)C)cc1)(N1[C@H](C)CCCC1)=O,CC(=O)c1ccc(S(=O)(=O)N2CCCCC2C)cc1,CC(=O)C1=CC=C(S(=O)(=O)N2CCCC[C@H]2C)C=C1,[CH3][C](=[O])[c]1[cH][cH][c]([S](=[O])(=[O])[N]2[CH2][CH2][CH2][CH2][C@H]2[CH3])[cH][cH]1,CC=Oc1cccS=O=ON2CCCC[C@H]2Ccc1,CC(=O)c1ccc(S(=O)(=O)N2CCCC[C@H]2C)cc1
"O=[N+]([O-])c1c(Nc2cccc3ncccc23)ncnc1N1CCN(c2cccc(Cl)c2)CC1
",4.6566,0.32317117146,2.399710276167351,O=[N+]([O-])c1c(Nc2cccc3ncccc23)ncnc1N1CCN(c2cccc(Cl)c2)CC1,c1cc(cc(N2CCN(c3ncnc(c3[N+]([O-])=O)Nc3cccc4c3cccn4)CC2)c1)Cl,c1ccc(Cl)cc1N1CCN(c2ncnc(Nc3c4cccnc4ccc3)c2[N+]([O-])=O)CC1,O=[N+]([O-])c1c(Nc2cccc3ncccc23)ncnc1N1CCN(c2cccc(Cl)c2)CC1,O=[N+]([O-])C1=C(NC2=CC=CC3=NC=CC=C23)N=CN=C1N1CCN(C2=CC=CC(Cl)=C2)CC1,[O]=[N+]([O-])[c]1[c]([NH][c]2[cH][cH][cH][c]3[n][cH][cH][cH][c]23)[n][cH][n][c]1[N]1[CH2][CH2][N]([c]2[cH][cH][cH][c]([Cl])[cH]2)[CH2][CH2]1,O=[N+][O-]c1cNc2cccc3ncccc23ncnc1N1CCNc2ccccClc2CC1,O=[N+]([O-])c1c(Nc2cccc3ncccc23)ncnc1N1CCN(c2cccc(Cl)c2)CC1
"O=C(CCCO)Nc1ccc(F)cc1F
",1.6758,0.8088101174779999,1.7280306797795273,O=C(CCCO)Nc1ccc(F)cc1F,C(=O)(Nc1c(F)cc(cc1)F)CCCO,c1(cc(c(NC(=O)CCCO)cc1)F)F,O=C(CCCO)Nc1ccc(F)cc1F,O=C(CCCO)NC1=CC=C(F)C=C1F,[O]=[C]([CH2][CH2][CH2][OH])[NH][c]1[cH][cH][c]([F])[cH][c]1[F],O=CCCCONc1cccFcc1F,O=C(CCCO)Nc1ccc(F)cc1F
"NC(=O)CCOc1ccc(NC(=O)C[C@H]2CCc3ccccc32)cc1
",2.9994,0.805668066284,2.4591139224806167,NC(=O)CCOc1ccc(NC(=O)C[C@H]2CCc3ccccc32)cc1,N(c1ccc(cc1)OCCC(N)=O)C(C[C@H]1CCc2ccccc21)=O,c1(OCCC(N)=O)ccc(NC(=O)C[C@@H]2c3c(cccc3)CC2)cc1,NC(=O)CCOc1ccc(NC(=O)CC2CCc3ccccc32)cc1,NC(=O)CCOC1=CC=C(NC(=O)C[C@H]2CCC3=CC=CC=C32)C=C1,[NH2][C](=[O])[CH2][CH2][O][c]1[cH][cH][c]([NH][C](=[O])[CH2][C@H]2[CH2][CH2][c]3[cH][cH][cH][cH][c]32)[cH][cH]1,NC=OCCOc1cccNC=OC[C@H]2CCc3ccccc32cc1,NC(=O)CCOc1ccc(NC(=O)C[C@H]2CCc3ccccc32)cc1
"COc1cc(C)ccc1OCC(=O)Nc1nnc(C)s1
",2.1810400000000003,0.917216910918,1.9120490371496803,COc1cc(C)ccc1OCC(=O)Nc1nnc(C)s1,s1c(nnc1NC(=O)COc1c(OC)cc(cc1)C)C,N(C(COc1c(cc(cc1)C)OC)=O)c1sc(nn1)C,COc1cc(C)ccc1OCC(=O)Nc1nnc(C)s1,COC1=CC(C)=CC=C1OCC(=O)NC1=NN=C(C)S1,[CH3][O][c]1[cH][c]([CH3])[cH][cH][c]1[O][CH2][C](=[O])[NH][c]1[n][n][c]([CH3])[s]1,COc1ccCccc1OCC=ONc1nncCs1,COc1cc(C)ccc1OCC(=O)Nc1nnc(C)s1
"CC(=O)c1c(O)cccc1COc1ccccc1
",3.1738,0.825498390511,1.810419950878794,CC(=O)c1c(O)cccc1COc1ccccc1,c1cc(c(c(c1)O)C(=O)C)COc1ccccc1,c1(C(C)=O)c(cccc1COc1ccccc1)O,CC(=O)c1c(O)cccc1COc1ccccc1,CC(=O)C1=C(O)C=CC=C1COC1=CC=CC=C1,[CH3][C](=[O])[c]1[c]([OH])[cH][cH][cH][c]1[CH2][O][c]1[cH][cH][cH][cH][cH]1,CC=Oc1cOcccc1COc1ccccc1,CC(=O)c1c(O)cccc1COc1ccccc1
"CCn1cc(S(=O)(=O)N2CCCCC[C@@H]2c2cc(-c3ccc(F)cc3)no2)cn1
",4.0031,0.603371327782,3.0015702167223264,CCn1cc(S(=O)(=O)N2CCCCC[C@@H]2c2cc(-c3ccc(F)cc3)no2)cn1,n1n(CC)cc(c1)S(N1[C@@H](c2onc(c2)-c2ccc(cc2)F)CCCCC1)(=O)=O,n1n(CC)cc(S(=O)(N2CCCCC[C@@H]2c2onc(c2)-c2ccc(F)cc2)=O)c1,CCn1cc(S(=O)(=O)N2CCCCCC2c2cc(-c3ccc(F)cc3)no2)cn1,CCN1C=C(S(=O)(=O)N2CCCCC[C@@H]2C2=CC(C3=CC=C(F)C=C3)=NO2)C=N1,[CH3][CH2][n]1[cH][c]([S](=[O])(=[O])[N]2[CH2][CH2][CH2][CH2][CH2][C@@H]2[c]2[cH][c](-[c]3[cH][cH][c]([F])[cH][cH]3)[n][o]2)[cH][n]1,CCn1ccS=O=ON2CCCCC[C@@H]2c2cc-c3cccFcc3no2cn1,CCn1cc(S(=O)(=O)N2CCCCC[C@@H]2c2cc(-c3ccc(F)cc3)no2)cn1
"COC(=O)[C@](NC(=O)c1cccc(Cl)c1)(Nc1ccc(Br)c[nH+]1)C(F)(F)F
",3.1901,0.515070001613,3.788624607046106,COC(=O)[C@](NC(=O)c1cccc(Cl)c1)(Nc1ccc(Br)c[nH+]1)C(F)(F)F,C(F)(F)(F)[C@](C(OC)=O)(Nc1ccc(Br)c[nH+]1)NC(c1cc(Cl)ccc1)=O,FC(F)(F)[C@@](NC(=O)c1cccc(Cl)c1)(Nc1ccc(c[nH+]1)Br)C(=O)OC,COC(=O)C(NC(=O)c1cccc(Cl)c1)(Nc1ccc(Br)c[nH+]1)C(F)(F)F,COC(=O)[C@](NC(=O)C1=CC=CC(Cl)=C1)(NC1=CC=C(Br)C=[NH+]1)C(F)(F)F,[CH3][O][C](=[O])[C@]([NH][C](=[O])[c]1[cH][cH][cH][c]([Cl])[cH]1)([NH][c]1[cH][cH][c]([Br])[cH][nH+]1)[C]([F])([F])[F],COC=O[C@]NC=Oc1ccccClc1Nc1cccBrc[nH+]1CFFF,COC(=O)[C@](NC(=O)c1cccc(Cl)c1)(Nc1ccc(Br)c[nH+]1)C(F)(F)F
"Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C
",4.31024,0.524623808578,2.5228512463075496,Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C,c1(C)c2c(ccc(C(Nc3n(nc(C(C)(C)C)c3)-c3ncccn3)=O)c2)[nH]c1C,n1n(c(NC(c2ccc3c(c(c([nH]3)C)C)c2)=O)cc1C(C)(C)C)-c1ncccn1,Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C,CC1=C(C)C2=CC(C(=O)NC3=CC(C(C)(C)C)=NN3C3=NC=CC=N3)=CC=C2N1,[CH3][c]1[nH][c]2[cH][cH][c]([C](=[O])[NH][c]3[cH][c]([C]([CH3])([CH3])[CH3])[n][n]3-[c]3[n][cH][cH][cH][n]3)[cH][c]2[c]1[CH3],Cc1[nH]c2cccC=ONc3ccCCCCnn3-c3ncccn3cc2c1C,Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C
"Cc1noc(C)c1C[C@H](C)C(=O)N[C@@H](C)C1CCCCC1
",3.55504,0.880927541311,3.166321591158068,Cc1noc(C)c1C[C@H](C)C(=O)N[C@@H](C)C1CCCCC1,Cc1onc(C)c1C[C@@H](C(=O)N[C@@H](C)C1CCCCC1)C,C1CCCCC1[C@@H](NC(=O)[C@H](Cc1c(noc1C)C)C)C,Cc1noc(C)c1CC(C)C(=O)NC(C)C1CCCCC1,CC1=NOC(C)=C1C[C@H](C)C(=O)N[C@@H](C)C1CCCCC1,[CH3][c]1[n][o][c]([CH3])[c]1[CH2][C@H]([CH3])[C](=[O])[NH][C@@H]([CH3])[CH]1[CH2][CH2][CH2][CH2][CH2]1,Cc1nocCc1C[C@H]CC=ON[C@@H]CC1CCCCC1,Cc1noc(C)c1C[C@H](C)C(=O)N[C@@H](C)C1CCCCC1
"CCn1cc(C(=O)N[C@H]2CC(=O)N(C)C2)c(C(C)C)n1
",0.9869,0.905427325234,3.100388097080028,CCn1cc(C(=O)N[C@H]2CC(=O)N(C)C2)c(C(C)C)n1,C1N(C(C[C@@H]1NC(=O)c1cn(nc1C(C)C)CC)=O)C,CC(C)c1nn(cc1C(=O)N[C@H]1CC(N(C)C1)=O)CC,CCn1cc(C(=O)NC2CC(=O)N(C)C2)c(C(C)C)n1,CCN1C=C(C(=O)N[C@H]2CC(=O)N(C)C2)C(C(C)C)=N1,[CH3][CH2][n]1[cH][c]([C](=[O])[NH][C@H]2[CH2][C](=[O])[N]([CH3])[CH2]2)[c]([CH]([CH3])[CH3])[n]1,CCn1ccC=ON[C@H]2CC=ONCC2cCCCn1,CCn1cc(C(=O)N[C@H]2CC(=O)N(C)C2)c(C(C)C)n1
"COc1cccc(-c2cncc3ccccc23)c1C(=O)N(C(C)C)C(C)C
",5.1694,0.60464048334,2.3940342695303283,COc1cccc(-c2cncc3ccccc23)c1C(=O)N(C(C)C)C(C)C,c1cc2c(-c3c(c(OC)ccc3)C(=O)N(C(C)C)C(C)C)cncc2cc1,N(C(c1c(-c2cncc3ccccc32)cccc1OC)=O)(C(C)C)C(C)C,COc1cccc(-c2cncc3ccccc23)c1C(=O)N(C(C)C)C(C)C,COC1=CC=CC(C2=CN=CC3=CC=CC=C23)=C1C(=O)N(C(C)C)C(C)C,[CH3][O][c]1[cH][cH][cH][c](-[c]2[cH][n][cH][c]3[cH][cH][cH][cH][c]23)[c]1[C](=[O])[N]([CH]([CH3])[CH3])[CH]([CH3])[CH3],COc1cccc-c2cncc3ccccc23c1C=ONCCCCCC,COc1cccc(-c2cncc3ccccc23)c1C(=O)N(C(C)C)C(C)C
"COc1ccc([C@@H](C)NC(=O)Cc2cccc3ccccc23)cc1
",4.2683,0.731482566718,2.121840891631784,COc1ccc([C@@H](C)NC(=O)Cc2cccc3ccccc23)cc1,C(c1cccc2ccccc21)C(N[C@H](C)c1ccc(cc1)OC)=O,c1ccc2ccccc2c1CC(=O)N[C@@H](c1ccc(OC)cc1)C,COc1ccc(C(C)NC(=O)Cc2cccc3ccccc23)cc1,COC1=CC=C([C@@H](C)NC(=O)CC2=CC=CC3=CC=CC=C23)C=C1,[CH3][O][c]1[cH][cH][c]([C@@H]([CH3])[NH][C](=[O])[CH2][c]2[cH][cH][cH][c]3[cH][cH][cH][cH][c]23)[cH][cH]1,COc1ccc[C@@H]CNC=OCc2cccc3ccccc23cc1,COc1ccc([C@@H](C)NC(=O)Cc2cccc3ccccc23)cc1
"O=C1C[C@H](c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1
",3.3055,0.718284169172,2.6889268639203667,O=C1C[C@H](c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1,C1(=O)N(C[C@H](C1)c1nc(no1)-c1cnccc1)c1cc(ccc1)Cl,n1oc([C@@H]2CN(c3cccc(Cl)c3)C(C2)=O)nc1-c1cccnc1,O=C1CC(c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1,O=C1C[C@H](C2=NC(C3=CC=CN=C3)=NO2)CN1C1=CC=CC(Cl)=C1,[O]=[C]1[CH2][C@H]([c]2[n][c](-[c]3[cH][cH][cH][n][cH]3)[n][o]2)[CH2][N]1[c]1[cH][cH][cH][c]([Cl])[cH]1,O=C1C[C@H]c2nc-c3cccnc3no2CN1c1ccccClc1,O=C1C[C@H](c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1
"C[C@H]1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1
",3.92,0.558887789526,2.616748866138005,C[C@H]1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1,[N+](c1c(ccc(c1)C(Nc1ccc(cc1)N1CCOCC1)=O)N1CCC[C@H](C)C1)([O-])=O,c1cc(c(cc1C(Nc1ccc(N2CCOCC2)cc1)=O)[N+](=O)[O-])N1C[C@@H](C)CCC1,CC1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1,C[C@H]1CCCN(C2=CC=C(C(=O)NC3=CC=C(N4CCOCC4)C=C3)C=C2[N+](=O)[O-])C1,[CH3][C@H]1[CH2][CH2][CH2][N]([c]2[cH][cH][c]([C](=[O])[NH][c]3[cH][cH][c]([N]4[CH2][CH2][O][CH2][CH2]4)[cH][cH]3)[cH][c]2[N+](=[O])[O-])[CH2]1,C[C@H]1CCCNc2cccC=ONc3cccN4CCOCC4cc3cc2[N+]=O[O-]C1,C[C@H]1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1
"C=CCN(C(=O)C/C=C/c1ccc(C)cc1)[C@@H]1CCS(=O)(=O)C1
",2.60002,0.749990615945,3.0798572669701163,C=CCN(C(=O)C/C=C/c1ccc(C)cc1)[C@@H]1CCS(=O)(=O)C1,N(CC=C)([C@@H]1CCS(=O)(C1)=O)C(=O)C/C=C/c1ccc(C)cc1,c1(ccc(C)cc1)/C=C/CC(=O)N([C@H]1CS(=O)(CC1)=O)CC=C,C=CCN(C(=O)CC=Cc1ccc(C)cc1)C1CCS(=O)(=O)C1,C=CCN(C(=O)C/C=C/C1=CC=C(C)C=C1)[C@@H]1CCS(=O)(=O)C1,[CH2]=[CH][CH2][N]([C](=[O])[CH2]/[CH]=[CH]/[c]1[cH][cH][c]([CH3])[cH][cH]1)[C@@H]1[CH2][CH2][S](=[O])(=[O])[CH2]1,C=CCNC=OC/C=C/c1cccCcc1[C@@H]1CCS=O=OC1,C=CCN(C(=O)C/C=C/c1ccc(C)cc1)[C@@H]1CCS(=O)(=O)C1
"O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1
",2.2271,0.397216718992,2.4651558809130965,O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1,n1c(oc(SCC(=O)Nc2scnn2)n1)-c1cccc([N+](=O)[O-])c1,O=C(CSc1oc(nn1)-c1cc(ccc1)[N+]([O-])=O)Nc1nncs1,O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1,O=C(CSC1=NN=C(C2=CC=CC([N+](=O)[O-])=C2)O1)NC1=NN=CS1,[O]=[C]([CH2][S][c]1[n][n][c](-[c]2[cH][cH][cH][c]([N+](=[O])[O-])[cH]2)[o]1)[NH][c]1[n][n][cH][s]1,O=CCSc1nnc-c2cccc[N+]=O[O-]c2o1Nc1nncs1,O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1
